show_id,type,country
s3060,Movie,"South Korea, United States"
s3061,Movie,India
s3062,Movie,United States
s3063,Movie,"United States, Spain"
s3064,TV Show,South Korea
s3065,Movie,
s3066,TV Show,United States
s3067,TV Show,"Netherlands, Germany, Italy, Canada"
s3068,TV Show,"Spain, Germany, Denmark, United States"
s3069,Movie,"Mexico, Spain"
s3070,Movie,Japan
s3071,Movie,Indonesia
s3072,TV Show,South Korea
s3073,Movie,
s3074,Movie,United States
s3075,TV Show,South Korea
s3076,TV Show,United States
s3077,TV Show,South Korea
s3078,Movie,India
s3079,Movie,India
s3080,TV Show,Japan
s3081,Movie,United States
s3082,Movie,United States
s3083,TV Show,"Norway, Sweden"
s3084,TV Show,
s3085,TV Show,"South Korea, Canada, United States, China"
s3086,TV Show,South Korea
s3087,TV Show,
s3088,TV Show,China
s3089,TV Show,Japan
s3090,Movie,Japan
s3091,Movie,South Africa
s3092,Movie,"Argentina, Uruguay, Serbia"
s3093,TV Show,United States
s3094,Movie,
s3095,Movie,Italy
s3096,TV Show,France
s3097,TV Show,United States
s3098,Movie,United States
s3099,Movie,Japan
s3100,Movie,United States
s3101,Movie,"Israel, United States"
s3102,Movie,"France, Japan"
s3103,Movie,United States
s3104,TV Show,Japan
s3105,Movie,Mexico
s3106,Movie,United States
s3107,TV Show,United States
s3108,Movie,United States
s3109,TV Show,United States
s3110,Movie,Australia
s3111,Movie,Nigeria
s3112,TV Show,"Mauritius, South Africa"
s3113,Movie,Nigeria
s3114,Movie,
s3115,Movie,Nigeria
s3116,Movie,
s3117,Movie,"United Kingdom, Italy"
s3118,TV Show,"United States, Poland"
s3119,Movie,"United States, Mexico"
s3120,TV Show,France
s3121,TV Show,Poland
s3122,TV Show,"United Kingdom, United States"
s3123,TV Show,United States
s3124,Movie,United States
s3125,Movie,Bangladesh
s3126,Movie,"United Kingdom, United States, Germany, Denmark, Belgium, Japan"
s3127,Movie,India
s3128,TV Show,South Korea
s3129,TV Show,United States
s3130,TV Show,South Korea
s3131,TV Show,Nigeria
s3132,Movie,India
s3133,Movie,India
s3134,Movie,India
s3135,Movie,"India, Germany"
s3136,Movie,India
s3137,Movie,India
s3138,TV Show,Japan
s3139,Movie,
s3140,Movie,India
s3141,Movie,Nigeria
s3142,Movie,India
s3143,Movie,India
s3144,Movie,India
s3145,Movie,Ghana
s3146,Movie,India
s3147,TV Show,United States
s3148,Movie,India
s3149,TV Show,United States
s3150,Movie,India
s3151,Movie,United States
s3152,Movie,Nigeria
s3153,Movie,South Africa
s3154,Movie,Nigeria
s3155,Movie,
s3156,Movie,Taiwan
s3157,Movie,
s3158,Movie,United Kingdom
s3159,Movie,"India, United Kingdom, Canada, United States"
s3160,Movie,Egypt
s3161,Movie,United States
s3162,Movie,United States
s3163,Movie,United States
s3164,Movie,India
s3165,Movie,Brazil
s3166,TV Show,United States
s3167,Movie,Nigeria
s3168,Movie,
s3169,TV Show,United States
s3170,Movie,"United Kingdom, United States"
s3171,Movie,Japan
s3172,Movie,Nigeria
s3173,Movie,United States
s3174,TV Show,Japan
s3175,TV Show,Brazil
s3176,TV Show,United States
s3177,TV Show,Spain
s3178,TV Show,
s3179,Movie,Nigeria
s3180,Movie,"United Kingdom, Nigeria"
s3181,Movie,United States
s3182,Movie,United States
s3183,TV Show,United States
s3184,TV Show,United States
s3185,TV Show,China
s3186,TV Show,Colombia
s3187,Movie,United States
s3188,TV Show,United States
s3189,Movie,United States
s3190,Movie,India
s3191,Movie,United States
s3192,Movie,"Philippines, United States"
s3193,TV Show,United States
s3194,Movie,India
s3195,Movie,Australia
s3196,Movie,India
s3197,Movie,India
s3198,Movie,United Kingdom
s3199,Movie,India
s3200,TV Show,
s3201,Movie,Thailand
s3202,Movie,India
s3203,Movie,France
s3204,Movie,"Romania, Bulgaria, Hungary"
s3205,TV Show,South Korea
s3206,Movie,"Uruguay, Guatemala"
s3207,Movie,India
s3208,Movie,"France, Senegal, Belgium"
s3209,TV Show,"United Kingdom, Canada"
s3210,Movie,Nigeria
s3211,Movie,France
s3212,Movie,South Africa
s3213,TV Show,"Mexico, United States, Spain, Colombia"
s3214,Movie,
s3215,Movie,Nigeria
s3216,Movie,Nigeria
s3217,TV Show,
s3218,Movie,Nigeria
s3219,Movie,United States
s3220,TV Show,Japan
s3221,TV Show,Brazil
s3222,TV Show,United States
s3223,TV Show,France
s3224,Movie,United States
s3225,Movie,India
s3226,Movie,
s3227,Movie,"Canada, Norway"
s3228,Movie,United States
s3229,Movie,United States
s3230,Movie,United States
s3231,TV Show,Poland
s3232,Movie,
s3233,TV Show,Mexico
s3234,Movie,India
s3235,Movie,Spain
s3236,Movie,United States
s3237,TV Show,China
s3238,Movie,France
s3239,TV Show,United States
s3240,Movie,Japan
s3241,Movie,United States
s3242,TV Show,United States
s3243,TV Show,United States
s3244,TV Show,Brazil
s3245,Movie,United States
s3246,TV Show,"Singapore, United States"
s3247,TV Show,"United States, Canada"
s3248,TV Show,United States
s3249,Movie,United States
s3250,TV Show,Thailand
s3251,Movie,United States
s3252,Movie,India
s3253,TV Show,Germany
s3254,Movie,Mexico
s3255,Movie,India
s3256,TV Show,France
s3257,Movie,United States
s3258,TV Show,
s3259,TV Show,Taiwan
s3260,Movie,"Finland, Germany, Belgium"
s3261,Movie,United States
s3262,Movie,"United Kingdom, France"
s3263,Movie,"United States, Chile"
s3264,TV Show,Taiwan
s3265,Movie,"United Kingdom, Japan, United States"
s3266,Movie,Colombia
s3267,Movie,Argentina
s3268,Movie,India
s3269,Movie,India
s3270,TV Show,United States
s3271,TV Show,South Korea
s3272,TV Show,Japan
s3273,Movie,Japan
s3274,Movie,"Spain, United Kingdom"
s3275,TV Show,Taiwan
s3276,TV Show,United States
s3277,TV Show,Taiwan
s3278,TV Show,South Korea
s3279,Movie,"India, United States"
s3280,TV Show,Mexico
s3281,Movie,Japan
s3282,TV Show,Thailand
s3283,TV Show,United States
s3284,TV Show,Turkey
s3285,TV Show,
s3286,Movie,France
s3287,TV Show,Thailand
s3288,TV Show,"Argentina, United States, Mexico"
s3289,TV Show,South Korea
s3290,Movie,United States
s3291,Movie,United States
s3292,TV Show,China
s3293,Movie,United States
s3294,TV Show,India
s3295,TV Show,United Kingdom
s3296,TV Show,"United Kingdom, Canada, United States"
s3297,Movie,United States
s3298,Movie,France
s3299,TV Show,Colombia
s3300,Movie,India
s3301,Movie,United States
s3302,TV Show,Japan
s3303,Movie,"China, Hong Kong"
s3304,Movie,Brazil
s3305,TV Show,United States
s3306,Movie,United States
s3307,TV Show,United Kingdom
s3308,Movie,United States
s3309,Movie,South Korea
s3310,Movie,United States
s3311,TV Show,United Kingdom
s3312,Movie,United States
s3313,Movie,India
s3314,TV Show,United States
s3315,Movie,United States
s3316,Movie,United States
s3317,TV Show,United States
s3318,Movie,"United States, Canada"
s3319,Movie,United States
s3320,Movie,"United States, South Korea, Japan"
s3321,Movie,"United States, Canada"
s3322,Movie,United States
s3323,Movie,United States
s3324,Movie,"United States, Canada"
s3325,Movie,United States
s3326,TV Show,United States
s3327,Movie,Spain
s3328,TV Show,United States
s3329,TV Show,France
s3330,Movie,United States
s3331,TV Show,United States
s3332,Movie,United States
s3333,Movie,United Kingdom
s3334,TV Show,Japan
s3335,Movie,India
s3336,Movie,United States
s3337,TV Show,Japan
s3338,Movie,United States
s3339,Movie,United States
s3340,TV Show,Japan
s3341,TV Show,Japan
s3342,TV Show,Japan
s3343,TV Show,"United States, Japan"
s3344,Movie,United States
s3345,TV Show,United States
s3346,TV Show,"Canada, Australia"
s3347,Movie,
s3348,Movie,"United Kingdom, Hungary, Australia"
s3349,Movie,"Italy, Belgium"
s3350,Movie,Mexico
s3351,Movie,Canada
s3352,TV Show,"Argentina, Spain"
s3353,TV Show,Germany
s3354,Movie,Mexico
s3355,Movie,Argentina
s3356,TV Show,"United States, Japan"
s3357,TV Show,Taiwan
s3358,TV Show,
s3359,TV Show,South Korea
s3360,Movie,India
s3361,TV Show,South Korea
s3362,TV Show,
s3363,Movie,United States
s3364,TV Show,United States
s3365,Movie,United States
s3366,Movie,"Mexico, United States"
s3367,Movie,United Kingdom
s3368,TV Show,China
s3369,TV Show,China
s3370,TV Show,United States
s3371,TV Show,Brazil
s3372,Movie,Turkey
s3373,Movie,United States
s3374,TV Show,Spain
s3375,Movie,"United States, United Kingdom, Germany"
s3376,TV Show,Argentina
s3377,Movie,
s3378,TV Show,France
s3379,TV Show,Spain
s3380,Movie,United States
s3381,Movie,Switzerland
s3382,TV Show,China
s3383,TV Show,United States
s3384,Movie,United States
s3385,Movie,"Singapore, Malaysia"
s3386,TV Show,United States
s3387,Movie,United States
s3388,Movie,"Hong Kong, China"
s3389,Movie,United States
s3390,Movie,United Kingdom
s3391,Movie,
s3392,Movie,"France, Belgium, Luxembourg, Romania, Canada, United States"
s3393,Movie,"South Africa, Nigeria"
s3394,TV Show,
s3395,Movie,
s3396,Movie,
s3397,Movie,
s3398,Movie,
s3399,Movie,United States
s3400,Movie,
s3401,TV Show,United Kingdom
s3402,TV Show,United Kingdom
s3403,Movie,Turkey
s3404,TV Show,India
s3405,TV Show,
s3406,Movie,Spain
s3407,TV Show,United States
s3408,Movie,Nigeria
s3409,Movie,United Kingdom
s3410,Movie,United States
s3411,TV Show,Netherlands
s3412,Movie,Nigeria
s3413,Movie,India
s3414,Movie,Indonesia
s3415,TV Show,China
s3416,TV Show,Australia
s3417,TV Show,South Korea
s3418,Movie,United States
s3419,Movie,United States
s3420,Movie,South Korea
s3421,TV Show,South Korea
s3422,Movie,"United States, United Kingdom"
s3423,Movie,United States
s3424,TV Show,Turkey
s3425,Movie,Canada
s3426,Movie,France
s3427,TV Show,South Korea
s3428,Movie,Turkey
s3429,Movie,United States
s3430,Movie,United States
s3431,TV Show,United States
s3432,Movie,Nigeria
s3433,Movie,Japan
s3434,TV Show,France
s3435,Movie,"Spain, France"
s3436,TV Show,
s3437,Movie,
s3438,TV Show,Japan
s3439,Movie,United States
s3440,Movie,United States
s3441,TV Show,United States
s3442,Movie,United States
s3443,Movie,United States
s3444,Movie,Indonesia
s3445,TV Show,Mexico
s3446,TV Show,South Korea
s3447,Movie,India
s3448,Movie,"United Kingdom, Hong Kong"
s3449,Movie,Turkey
s3450,TV Show,"United Kingdom, Canada"
s3451,Movie,"Canada, United States"
s3452,Movie,Turkey
s3453,TV Show,United Kingdom
s3454,TV Show,United States
s3455,TV Show,United States
s3456,TV Show,
s3457,Movie,United States
s3458,TV Show,United States
s3459,TV Show,United States
s3460,Movie,Mexico
s3461,Movie,United States
s3462,TV Show,South Korea
s3463,TV Show,South Korea
s3464,TV Show,India
s3465,TV Show,India
s3466,Movie,Netherlands
s3467,TV Show,India
s3468,TV Show,India
s3469,Movie,India
s3470,Movie,
s3471,TV Show,South Korea
s3472,Movie,United States
s3473,Movie,"Germany, United States"
s3474,TV Show,South Korea
s3475,TV Show,South Korea
s3476,Movie,United States
s3477,Movie,United States
s3478,TV Show,United States
s3479,Movie,United Kingdom
s3480,Movie,
s3481,Movie,Japan
s3482,TV Show,India
s3483,Movie,Turkey
s3484,TV Show,Argentina
s3485,Movie,"United States, Canada"
s3486,Movie,United States
s3487,Movie,India
s3488,Movie,"Hong Kong, China"
s3489,TV Show,Mexico
s3490,TV Show,United States
s3491,Movie,"United States, Mexico"
s3492,TV Show,Australia
s3493,Movie,
s3494,Movie,
s3495,Movie,United States
s3496,Movie,United States
s3497,Movie,India
s3498,Movie,United States
s3499,Movie,India
s3500,TV Show,South Korea
s3501,Movie,United States
s3502,TV Show,
s3503,TV Show,Germany
s3504,TV Show,Spain
s3505,TV Show,United States
s3506,TV Show,United States
s3507,TV Show,Spain
s3508,Movie,Turkey
s3509,Movie,Canada
s3510,Movie,India
s3511,TV Show,South Korea
s3512,Movie,United Kingdom
s3513,Movie,United States
s3514,Movie,United States
s3515,Movie,United States
s3516,TV Show,United States
s3517,Movie,India
s3518,Movie,United States
s3519,Movie,United States
s3520,TV Show,Japan
s3521,Movie,Turkey
s3522,TV Show,France
s3523,Movie,China
s3524,Movie,United States
s3525,TV Show,
s3526,TV Show,United States
s3527,TV Show,United States
s3528,TV Show,United States
s3529,Movie,"United States, United Kingdom"
s3530,Movie,United Kingdom
s3531,Movie,India
s3532,Movie,India
s3533,Movie,India
s3534,Movie,Turkey
s3535,TV Show,France
s3536,Movie,United States
s3537,Movie,Pakistan
s3538,Movie,India
s3539,Movie,"Brazil, United States"
s3540,TV Show,
s3541,TV Show,United States
s3542,TV Show,Japan
s3543,Movie,"Denmark, Brazil, France, Portugal, Sweden"
s3544,TV Show,United Kingdom
s3545,Movie,United States
s3546,Movie,United Arab Emirates
s3547,TV Show,"China, United Kingdom"
s3548,Movie,
s3549,Movie,Colombia
s3550,Movie,Chile
s3551,TV Show,
s3552,TV Show,"United Kingdom, United States"
s3553,TV Show,Colombia
s3554,TV Show,"United States, Canada"
s3555,Movie,Spain
s3556,Movie,United States
s3557,Movie,Brazil
s3558,Movie,United States
s3559,TV Show,United Kingdom
s3560,Movie,United States
s3561,Movie,Hong Kong
s3562,TV Show,United States
s3563,TV Show,
s3564,Movie,India
s3565,Movie,India
s3566,Movie,"China, Taiwan"
s3567,Movie,India
s3568,Movie,United States
s3569,Movie,
s3570,Movie,"India, Turkey"
s3571,Movie,
s3572,TV Show,United States
s3573,Movie,Philippines
s3574,Movie,United Kingdom
s3575,Movie,United Kingdom
s3576,TV Show,Spain
s3577,TV Show,Argentina
s3578,TV Show,Russia
s3579,TV Show,United States
s3580,TV Show,Colombia
s3581,Movie,"South Korea, United States"
s3582,TV Show,United States
s3583,Movie,United States
s3584,Movie,United States
s3585,Movie,Canada
s3586,TV Show,China
s3587,Movie,Spain
s3588,TV Show,Spain
s3589,TV Show,"United States, Japan"
s3590,TV Show,"India, United States"
s3591,TV Show,Taiwan
s3592,Movie,Brazil
s3593,TV Show,
s3594,Movie,India
s3595,Movie,India
s3596,Movie,United States
s3597,Movie,Mexico
s3598,TV Show,United States
s3599,TV Show,United States
s3600,Movie,
s3601,TV Show,United States
s3602,TV Show,United States
s3603,Movie,India
s3604,Movie,United States
s3605,TV Show,Brazil
s3606,TV Show,United States
s3607,TV Show,South Korea
s3608,TV Show,Lebanon
s3609,TV Show,United States
s3610,TV Show,"Malaysia, Singapore, Hong Kong"
s3611,TV Show,South Korea
s3612,TV Show,South Korea
s3613,TV Show,South Korea
s3614,TV Show,South Korea
s3615,TV Show,South Korea
s3616,TV Show,United States
s3617,Movie,India
s3618,Movie,United States
s3619,Movie,Philippines
s3620,Movie,United States
s3621,Movie,United States
s3622,Movie,United States
s3623,Movie,United States
s3624,Movie,"United States, Japan"
s3625,TV Show,United States
s3626,Movie,Mexico
s3627,Movie,Netherlands
s3628,TV Show,United States
s3629,Movie,
s3630,Movie,"United Kingdom, United States"
s3631,Movie,India
s3632,Movie,India
s3633,TV Show,Thailand
s3634,TV Show,Australia
s3635,Movie,Canada
s3636,Movie,
s3637,TV Show,United States
s3638,Movie,Spain
s3639,Movie,"Philippines, Singapore"
s3640,Movie,"France, Belgium"
s3641,TV Show,South Korea
s3642,Movie,Argentina
s3643,TV Show,United States
s3644,Movie,United States
s3645,TV Show,"Australia, Canada"
s3646,Movie,United States
s3647,Movie,United States
s3648,Movie,Hong Kong
s3649,Movie,Hong Kong
s3650,Movie,"Hong Kong, China"
s3651,Movie,"Hong Kong, China"
s3652,TV Show,Hong Kong
s3653,Movie,Spain
s3654,TV Show,United States
s3655,TV Show,United States
s3656,TV Show,India
s3657,TV Show,South Korea
s3658,Movie,United States
s3659,Movie,India
s3660,TV Show,United States
s3661,TV Show,China
s3662,Movie,India
s3663,Movie,United States
s3664,TV Show,Japan
s3665,TV Show,Japan
s3666,TV Show,Japan
s3667,TV Show,Japan
s3668,TV Show,United States
s3669,Movie,Spain
s3670,TV Show,Sweden
s3671,Movie,"Taiwan, China, France, United States"
s3672,TV Show,
s3673,Movie,Germany
s3674,TV Show,South Korea
s3675,TV Show,
s3676,Movie,"France, United States"
s3677,Movie,"Germany, Italy"
s3678,TV Show,
s3679,Movie,Spain
s3680,Movie,United States
s3681,TV Show,United States
s3682,Movie,Argentina
s3683,TV Show,China
s3684,Movie,United States
s3685,TV Show,
s3686,TV Show,United States
s3687,TV Show,United States
s3688,TV Show,Australia
s3689,TV Show,Thailand
s3690,TV Show,Thailand
s3691,TV Show,South Korea
s3692,TV Show,United States
s3693,TV Show,United States
s3694,Movie,United States
s3695,TV Show,France
s3696,TV Show,France
s3697,TV Show,Japan
s3698,Movie,"United States, Spain"
s3699,Movie,Thailand
s3700,Movie,India
s3701,TV Show,United States
s3702,Movie,India
s3703,TV Show,United States
s3704,Movie,"Colombia, Peru, United Kingdom"
s3705,TV Show,United States
s3706,TV Show,Australia
s3707,Movie,Mexico
s3708,TV Show,"Australia, United States"
s3709,TV Show,Spain
s3710,Movie,United Kingdom
s3711,TV Show,
s3712,Movie,Mexico
s3713,Movie,Japan
s3714,Movie,India
s3715,Movie,India
s3716,Movie,United States
s3717,TV Show,Japan
s3718,Movie,"Thailand, China, United States"
s3719,Movie,"Argentina, United States"
s3720,TV Show,Colombia
s3721,Movie,Japan
s3722,TV Show,United States
s3723,TV Show,Argentina
s3724,TV Show,Japan
s3725,TV Show,Japan
s3726,TV Show,United States
s3727,TV Show,New Zealand
s3728,TV Show,United States
s3729,Movie,Japan
s3730,Movie,India
s3731,Movie,France
s3732,Movie,United States
s3733,Movie,Brazil
s3734,Movie,United States
s3735,Movie,United States
s3736,Movie,Germany
s3737,TV Show,Japan
s3738,TV Show,Japan
s3739,Movie,"Sweden, United States"
s3740,Movie,India
s3741,Movie,India
s3742,TV Show,Japan
s3743,TV Show,China
s3744,TV Show,Spain
s3745,TV Show,Belgium
s3746,TV Show,United States
s3747,TV Show,"France, Belgium"
s3748,Movie,Brazil
s3749,TV Show,
s3750,TV Show,United States
